Type,Start,End,Duration,Start Conditions,Start Location,End Conditions,Notes,aStart,aEnd,timeToStart,timeToEnd
feed,2021-09-07T21:25Z,2021-09-07T21:31Z,00:05,00:05R,breast,,,2021-09-07T12:25Z,2021-09-07T12:31Z,21.416666666666668,21.516666666666666
sleep,2021-09-07T21:31Z,2021-09-07T22:03Z,,,,,,2021-09-07T12:31Z,2021-09-07T13:03Z,21.516666666666666,22.05
feed,2021-09-07T22:03Z,2021-09-07T22:07Z,00:03,00:03R,breast,,,2021-09-07T13:03Z,2021-09-07T13:07Z,22.05,22.116666666666667
sleep,2021-09-07T22:07Z,2021-09-07T22:19Z,,,,,,2021-09-07T13:07Z,2021-09-07T13:19Z,22.116666666666667,22.316666666666666
feed,2021-09-07T22:19Z,2021-09-07T22:28Z,00:08,,breast,00:08L,,2021-09-07T13:19Z,2021-09-07T13:28Z,22.316666666666666,22.466666666666665
sleep,2021-09-07T22:28Z,2021-09-08T00:44Z,,,,,,2021-09-07T13:28Z,2021-09-07T15:44Z,22.466666666666665,24.733333333333334
feed,2021-09-08T00:44Z,2021-09-08T00:57Z,00:13,00:13R,breast,,,2021-09-07T15:44Z,2021-09-07T15:57Z,24.733333333333334,24.95
sleep,2021-09-08T00:57Z,2021-09-08T02:32Z,,,,,,2021-09-07T15:57Z,2021-09-07T17:32Z,24.95,26.533333333333335
feed,2021-09-08T02:32Z,2021-09-08T02:45Z,00:12,,breast,00:12L,,2021-09-07T17:32Z,2021-09-07T17:45Z,26.533333333333335,26.75
sleep,2021-09-08T02:45Z,2021-09-08T02:59Z,,,,,,2021-09-07T17:45Z,2021-09-07T17:59Z,26.75,26.983333333333334
feed,2021-09-08T02:59Z,2021-09-08T03:05Z,00:05,00:05R,breast,,,2021-09-07T17:59Z,2021-09-07T18:05Z,26.983333333333334,27.083333333333332
sleep,2021-09-08T03:05Z,2021-09-08T05:50Z,,,,,,2021-09-07T18:05Z,2021-09-07T20:50Z,27.083333333333332,29.833333333333332
feed,2021-09-08T05:50Z,2021-09-08T06:12Z,00:22,00:22R,breast,,,2021-09-07T20:50Z,2021-09-07T21:12Z,29.833333333333332,30.2
sleep,2021-09-08T06:12Z,2021-09-08T06:53Z,,,,,,2021-09-07T21:12Z,2021-09-07T21:53Z,30.2,30.883333333333333
feed,2021-09-08T06:53Z,2021-09-08T07:35Z,00:42,00:31R,breast,00:10L,,2021-09-07T21:53Z,2021-09-07T22:35Z,30.883333333333333,31.583333333333332
sleep,2021-09-08T07:35Z,2021-09-08T09:09Z,,,,,,2021-09-07T22:35Z,2021-09-08T00:09Z,31.583333333333332,33.15
feed,2021-09-08T21:08Z,2021-09-08T21:27Z,00:19,00:19R,breast,,,2021-09-08T12:08Z,2021-09-08T12:27Z,21.133333333333333,21.45
sleep,2021-09-08T21:27Z,2021-09-08T21:49Z,,,,,,2021-09-08T12:27Z,2021-09-08T12:49Z,21.45,21.816666666666666
feed,2021-09-08T21:49Z,2021-09-08T22:00Z,00:10,,breast,00:10L,,2021-09-08T12:49Z,2021-09-08T13:00Z,21.816666666666666,22
sleep,2021-09-08T22:00Z,2021-09-08T22:18Z,,,,,,2021-09-08T13:00Z,2021-09-08T13:18Z,22,22.3
feed,2021-09-08T22:18Z,2021-09-08T22:25Z,00:07,00:07R,breast,,,2021-09-08T13:18Z,2021-09-08T13:25Z,22.3,22.416666666666668
sleep,2021-09-08T22:25Z,2021-09-09T00:08Z,,,,,,2021-09-08T13:25Z,2021-09-08T15:08Z,22.416666666666668,24.133333333333333
feed,2021-09-09T00:08Z,2021-09-09T00:33Z,00:24,,breast,00:24L,,2021-09-08T15:08Z,2021-09-08T15:33Z,24.133333333333333,24.55
sleep,2021-09-09T00:33Z,2021-09-09T01:28Z,,,,,,2021-09-08T15:33Z,2021-09-08T16:28Z,24.55,25.466666666666665
feed,2021-09-09T01:28Z,2021-09-09T01:38Z,00:10,00:10R,breast,,,2021-09-08T16:28Z,2021-09-08T16:38Z,25.466666666666665,25.633333333333333
sleep,2021-09-09T01:38Z,2021-09-09T03:15Z,,,,,,2021-09-08T16:38Z,2021-09-08T18:15Z,25.633333333333333,27.25
feed,2021-09-09T03:15Z,2021-09-09T03:28Z,00:13,,breast,00:13L,,2021-09-08T18:15Z,2021-09-08T18:28Z,27.25,27.466666666666665
sleep,2021-09-09T03:28Z,2021-09-09T03:36Z,,,,,,2021-09-08T18:28Z,2021-09-08T18:36Z,27.466666666666665,27.6
feed,2021-09-09T03:36Z,2021-09-09T03:47Z,00:10,,breast,00:10L,,2021-09-08T18:36Z,2021-09-08T18:47Z,27.6,27.783333333333335
sleep,2021-09-09T03:47Z,2021-09-09T03:51Z,,,,,,2021-09-08T18:47Z,2021-09-08T18:51Z,27.783333333333335,27.85
feed,2021-09-09T03:51Z,2021-09-09T03:58Z,00:07,00:07R,breast,,,2021-09-08T18:51Z,2021-09-08T18:58Z,27.85,27.966666666666665
sleep,2021-09-09T03:58Z,2021-09-09T06:18Z,,,,,,2021-09-08T18:58Z,2021-09-08T21:18Z,27.966666666666665,30.3
feed,2021-09-09T06:18Z,2021-09-09T06:43Z,00:24,,breast,00:24L,,2021-09-08T21:18Z,2021-09-08T21:43Z,30.3,30.716666666666665
sleep,2021-09-09T06:43Z,2021-09-09T08:50Z,,,,,,2021-09-08T21:43Z,2021-09-08T23:50Z,30.716666666666665,32.833333333333336
feed,2021-09-09T08:50Z,2021-09-09T09:10Z,00:20,00:20R,breast,,,2021-09-08T23:50Z,2021-09-09T00:10Z,32.833333333333336,33.166666666666664
feed,2021-09-09T19:40Z,2021-09-09T20:01Z,00:21,,breast,00:21L,,2021-09-09T10:40Z,2021-09-09T11:01Z,19.666666666666668,20.016666666666666
sleep,2021-09-09T20:01Z,2021-09-09T20:11Z,,,,,,2021-09-09T11:01Z,2021-09-09T11:11Z,20.016666666666666,20.183333333333334
feed,2021-09-09T20:11Z,2021-09-09T20:27Z,00:15,00:15R,breast,,,2021-09-09T11:11Z,2021-09-09T11:27Z,20.183333333333334,20.45
sleep,2021-09-09T20:27Z,2021-09-09T20:31Z,,,,,,2021-09-09T11:27Z,2021-09-09T11:31Z,20.45,20.516666666666666
feed,2021-09-09T20:31Z,2021-09-09T20:38Z,00:06,,breast,00:06L,,2021-09-09T11:31Z,2021-09-09T11:38Z,20.516666666666666,20.633333333333333
sleep,2021-09-09T20:38Z,2021-09-09T21:55Z,,,,,,2021-09-09T11:38Z,2021-09-09T12:55Z,20.633333333333333,21.916666666666668
feed,2021-09-09T21:55Z,2021-09-09T22:05Z,00:09,00:09R,breast,,,2021-09-09T12:55Z,2021-09-09T13:05Z,21.916666666666668,22.083333333333332
sleep,2021-09-09T22:05Z,2021-09-09T22:11Z,,,,,,2021-09-09T13:05Z,2021-09-09T13:11Z,22.083333333333332,22.183333333333334
feed,2021-09-09T22:11Z,2021-09-09T22:30Z,00:19,00:02R,breast,00:16L,,2021-09-09T13:11Z,2021-09-09T13:30Z,22.183333333333334,22.5
sleep,2021-09-09T22:30Z,2021-09-10T00:48Z,,,,,,2021-09-09T13:30Z,2021-09-09T15:48Z,22.5,24.8
feed,2021-09-10T00:48Z,2021-09-10T01:06Z,00:18,00:07R,breast,00:10L,,2021-09-09T15:48Z,2021-09-09T16:06Z,24.8,25.1
sleep,2021-09-10T01:06Z,2021-09-10T01:14Z,,,,,,2021-09-09T16:06Z,2021-09-09T16:14Z,25.1,25.233333333333334
feed,2021-09-10T01:14Z,2021-09-10T01:32Z,00:18,00:18R,breast,,,2021-09-09T16:14Z,2021-09-09T16:32Z,25.233333333333334,25.533333333333335
sleep,2021-09-10T01:32Z,2021-09-10T01:47Z,,,,,,2021-09-09T16:32Z,2021-09-09T16:47Z,25.533333333333335,25.783333333333335
feed,2021-09-10T01:47Z,2021-09-10T01:55Z,00:08,,breast,00:08L,,2021-09-09T16:47Z,2021-09-09T16:55Z,25.783333333333335,25.916666666666668
sleep,2021-09-10T01:55Z,2021-09-10T04:53Z,,,,,,2021-09-09T16:55Z,2021-09-09T19:53Z,25.916666666666668,28.883333333333333
feed,2021-09-10T04:53Z,2021-09-10T05:07Z,00:14,00:14R,breast,,,2021-09-09T19:53Z,2021-09-09T20:07Z,28.883333333333333,29.116666666666667
sleep,2021-09-10T05:07Z,2021-09-10T05:17Z,,,,,,2021-09-09T20:07Z,2021-09-09T20:17Z,29.116666666666667,29.283333333333335
feed,2021-09-10T05:17Z,2021-09-10T05:27Z,00:10,00:05R,breast,00:05L,,2021-09-09T20:17Z,2021-09-09T20:27Z,29.283333333333335,29.45
sleep,2021-09-10T05:27Z,2021-09-10T06:55Z,,,,,,2021-09-09T20:27Z,2021-09-09T21:55Z,29.45,30.916666666666668
feed,2021-09-10T06:55Z,2021-09-10T06:59Z,00:03,00:03R,breast,,,2021-09-09T21:55Z,2021-09-09T21:59Z,30.916666666666668,30.983333333333334
sleep,2021-09-10T06:59Z,2021-09-10T07:40Z,,,,,,2021-09-09T21:59Z,2021-09-09T22:40Z,30.983333333333334,31.666666666666668
feed,2021-09-10T07:40Z,2021-09-10T07:50Z,00:10,00:10R,breast,,,2021-09-09T22:40Z,2021-09-09T22:50Z,31.666666666666668,31.833333333333332
sleep,2021-09-10T07:50Z,2021-09-10T10:25Z,,,,,,2021-09-09T22:50Z,2021-09-10T01:25Z,31.833333333333332,34.416666666666664
feed,2021-09-10T19:00Z,2021-09-10T19:15Z,00:15,,breast,00:15L,,2021-09-10T10:00Z,2021-09-10T10:15Z,19,19.25
sleep,2021-09-10T19:15Z,2021-09-10T19:38Z,,,,,,2021-09-10T10:15Z,2021-09-10T10:38Z,19.25,19.633333333333333
feed,2021-09-10T19:38Z,2021-09-10T19:58Z,00:20,00:18R,breast,00:01L,,2021-09-10T10:38Z,2021-09-10T10:58Z,19.633333333333333,19.966666666666665
sleep,2021-09-10T19:58Z,2021-09-10T21:07Z,,,,,,2021-09-10T10:58Z,2021-09-10T12:07Z,19.966666666666665,21.116666666666667
feed,2021-09-10T21:07Z,2021-09-10T21:43Z,00:36,00:03R,breast,00:32L,,2021-09-10T12:07Z,2021-09-10T12:43Z,21.116666666666667,21.716666666666665
sleep,2021-09-10T21:43Z,2021-09-10T21:53Z,,,,,,2021-09-10T12:43Z,2021-09-10T12:53Z,21.716666666666665,21.883333333333333
feed,2021-09-10T21:53Z,2021-09-10T22:02Z,00:08,00:08R,breast,,,2021-09-10T12:53Z,2021-09-10T13:02Z,21.883333333333333,22.033333333333335
sleep,2021-09-10T22:02Z,2021-09-11T00:38Z,,,,,,2021-09-10T13:02Z,2021-09-10T15:38Z,22.033333333333335,24.633333333333333
feed,2021-09-11T00:38Z,2021-09-11T01:02Z,00:23,,breast,00:23L,,2021-09-10T15:38Z,2021-09-10T16:02Z,24.633333333333333,25.033333333333335
sleep,2021-09-11T01:02Z,2021-09-11T02:50Z,,,,,,2021-09-10T16:02Z,2021-09-10T17:50Z,25.033333333333335,26.833333333333332
feed,2021-09-11T02:50Z,2021-09-11T03:17Z,00:26,00:26R,breast,,,2021-09-10T17:50Z,2021-09-10T18:17Z,26.833333333333332,27.283333333333335
sleep,2021-09-11T03:17Z,2021-09-11T04:36Z,,,,,,2021-09-10T18:17Z,2021-09-10T19:36Z,27.283333333333335,28.6
feed,2021-09-11T04:36Z,2021-09-11T04:49Z,00:12,,breast,00:12L,,2021-09-10T19:36Z,2021-09-10T19:49Z,28.6,28.816666666666666
sleep,2021-09-11T04:49Z,2021-09-11T06:01Z,,,,,,2021-09-10T19:49Z,2021-09-10T21:01Z,28.816666666666666,30.016666666666666
feed,2021-09-11T06:01Z,2021-09-11T06:09Z,00:07,00:07R,breast,,,2021-09-10T21:01Z,2021-09-10T21:09Z,30.016666666666666,30.15
sleep,2021-09-11T06:09Z,2021-09-11T06:22Z,,,,,,2021-09-10T21:09Z,2021-09-10T21:22Z,30.15,30.366666666666667
feed,2021-09-11T06:22Z,2021-09-11T06:33Z,00:11,00:11R,breast,,,2021-09-10T21:22Z,2021-09-10T21:33Z,30.366666666666667,30.55
sleep,2021-09-11T06:33Z,2021-09-11T08:02Z,,,,,,2021-09-10T21:33Z,2021-09-10T23:02Z,30.55,32.03333333333333
feed,2021-09-11T08:02Z,2021-09-11T08:21Z,00:18,,breast,00:18L,,2021-09-10T23:02Z,2021-09-10T23:21Z,32.03333333333333,32.35
sleep,2021-09-11T08:21Z,2021-09-11T08:28Z,,,,,,2021-09-10T23:21Z,2021-09-10T23:28Z,32.35,32.46666666666667
feed,2021-09-11T08:28Z,2021-09-11T08:37Z,00:08,00:08R,breast,,,2021-09-10T23:28Z,2021-09-10T23:37Z,32.46666666666667,32.61666666666667
sleep,2021-09-11T08:37Z,2021-09-11T09:46Z,,,,,,2021-09-10T23:37Z,2021-09-11T00:46Z,32.61666666666667,33.766666666666666
feed,2021-09-11T19:50Z,2021-09-11T20:01Z,00:10,,breast,00:10L,,2021-09-11T10:50Z,2021-09-11T11:01Z,19.833333333333332,20.016666666666666
sleep,2021-09-11T20:01Z,2021-09-11T20:08Z,,,,,,2021-09-11T11:01Z,2021-09-11T11:08Z,20.016666666666666,20.133333333333333
feed,2021-09-11T20:08Z,2021-09-11T20:23Z,00:15,,breast,00:15L,,2021-09-11T11:08Z,2021-09-11T11:23Z,20.133333333333333,20.383333333333333
sleep,2021-09-11T20:23Z,2021-09-11T21:20Z,,,,,,2021-09-11T11:23Z,2021-09-11T12:20Z,20.383333333333333,21.333333333333332
feed,2021-09-11T21:20Z,2021-09-11T21:32Z,00:11,00:11R,breast,,,2021-09-11T12:20Z,2021-09-11T12:32Z,21.333333333333332,21.533333333333335
sleep,2021-09-11T21:32Z,2021-09-11T22:05Z,,,,,,2021-09-11T12:32Z,2021-09-11T13:05Z,21.533333333333335,22.083333333333332
feed,2021-09-11T22:05Z,2021-09-11T22:31Z,00:26,,breast,00:26L,,2021-09-11T13:05Z,2021-09-11T13:31Z,22.083333333333332,22.516666666666666
sleep,2021-09-11T22:31Z,2021-09-12T00:41Z,,,,,,2021-09-11T13:31Z,2021-09-11T15:41Z,22.516666666666666,24.683333333333334
feed,2021-09-12T00:41Z,2021-09-12T01:03Z,00:21,00:21R,breast,,,2021-09-11T15:41Z,2021-09-11T16:03Z,24.683333333333334,25.05
sleep,2021-09-12T01:03Z,2021-09-12T03:15Z,,,,,,2021-09-11T16:03Z,2021-09-11T18:15Z,25.05,27.25
feed,2021-09-12T03:15Z,2021-09-12T03:30Z,00:14,,breast,00:14L,,2021-09-11T18:15Z,2021-09-11T18:30Z,27.25,27.5
sleep,2021-09-12T03:30Z,2021-09-12T03:39Z,,,,,,2021-09-11T18:30Z,2021-09-11T18:39Z,27.5,27.65
feed,2021-09-12T03:39Z,2021-09-12T03:48Z,00:09,00:09R,breast,,,2021-09-11T18:39Z,2021-09-11T18:48Z,27.65,27.8
sleep,2021-09-12T03:48Z,2021-09-12T05:15Z,,,,,,2021-09-11T18:48Z,2021-09-11T20:15Z,27.8,29.25
feed,2021-09-12T05:15Z,2021-09-12T05:34Z,00:18,00:18R,breast,,,2021-09-11T20:15Z,2021-09-11T20:34Z,29.25,29.566666666666666
sleep,2021-09-12T05:34Z,2021-09-12T06:49Z,,,,,,2021-09-11T20:34Z,2021-09-11T21:49Z,29.566666666666666,30.816666666666666
feed,2021-09-12T06:49Z,2021-09-12T06:54Z,00:05,,breast,00:05L,,2021-09-11T21:49Z,2021-09-11T21:54Z,30.816666666666666,30.9
sleep,2021-09-12T06:54Z,2021-09-12T09:00Z,,,,,,2021-09-11T21:54Z,2021-09-12,30.9,33
feed,2021-09-12T19:53Z,2021-09-12T20:00Z,00:07,,breast,00:07L,,2021-09-12T10:53Z,2021-09-12T11:00Z,19.883333333333333,20
sleep,2021-09-12T20:00Z,2021-09-12T20:08Z,,,,,,2021-09-12T11:00Z,2021-09-12T11:08Z,20,20.133333333333333
feed,2021-09-12T20:08Z,2021-09-12T20:33Z,00:25,00:25R,breast,,,2021-09-12T11:08Z,2021-09-12T11:33Z,20.133333333333333,20.55
sleep,2021-09-12T20:33Z,2021-09-12T20:51Z,,,,,,2021-09-12T11:33Z,2021-09-12T11:51Z,20.55,20.85
feed,2021-09-12T20:51Z,2021-09-12T21:11Z,00:20,00:17R,breast,00:02L,,2021-09-12T11:51Z,2021-09-12T12:11Z,20.85,21.183333333333334
sleep,2021-09-12T21:11Z,2021-09-12T21:37Z,,,,,,2021-09-12T12:11Z,2021-09-12T12:37Z,21.183333333333334,21.616666666666667
feed,2021-09-12T21:37Z,2021-09-12T21:45Z,00:08,00:08R,breast,,,2021-09-12T12:37Z,2021-09-12T12:45Z,21.616666666666667,21.75
sleep,2021-09-12T21:45Z,2021-09-13T00:23Z,,,,,,2021-09-12T12:45Z,2021-09-12T15:23Z,21.75,24.383333333333333
feed,2021-09-13T00:23Z,2021-09-13T00:55Z,00:31,00:18R,breast,00:13L,,2021-09-12T15:23Z,2021-09-12T15:55Z,24.383333333333333,24.916666666666668
sleep,2021-09-13T00:55Z,2021-09-13T02:15Z,,,,,,2021-09-12T15:55Z,2021-09-12T17:15Z,24.916666666666668,26.25
feed,2021-09-13T02:15Z,2021-09-13T02:27Z,00:12,00:12R,breast,,,2021-09-12T17:15Z,2021-09-12T17:27Z,26.25,26.45
sleep,2021-09-13T02:27Z,2021-09-13T04:44Z,,,,,,2021-09-12T17:27Z,2021-09-12T19:44Z,26.45,28.733333333333334
feed,2021-09-13T04:44Z,2021-09-13T04:53Z,00:08,,breast,00:08L,,2021-09-12T19:44Z,2021-09-12T19:53Z,28.733333333333334,28.883333333333333
sleep,2021-09-13T04:53Z,2021-09-13T05:00Z,,,,,,2021-09-12T19:53Z,2021-09-12T20:00Z,28.883333333333333,29
feed,2021-09-13T05:00Z,2021-09-13T05:07Z,00:06,00:06R,breast,,,2021-09-12T20:00Z,2021-09-12T20:07Z,29,29.116666666666667
sleep,2021-09-13T05:07Z,2021-09-13T05:36Z,,,,,,2021-09-12T20:07Z,2021-09-12T20:36Z,29.116666666666667,29.6
feed,2021-09-13T05:36Z,2021-09-13T05:44Z,00:07,00:07R,breast,,,2021-09-12T20:36Z,2021-09-12T20:44Z,29.6,29.733333333333334
sleep,2021-09-13T05:44Z,2021-09-13T07:08Z,,,,,,2021-09-12T20:44Z,2021-09-12T22:08Z,29.733333333333334,31.133333333333333
feed,2021-09-13T07:08Z,2021-09-13T07:33Z,00:24,00:16R,breast,00:08L,,2021-09-12T22:08Z,2021-09-12T22:33Z,31.133333333333333,31.55
sleep,2021-09-13T07:33Z,2021-09-13T09:37Z,,,,,,2021-09-12T22:33Z,2021-09-13T00:37Z,31.55,33.61666666666667
feed,2021-09-13T23:12Z,2021-09-13T23:26Z,00:14,00:14R,breast,,,2021-09-13T14:12Z,2021-09-13T14:26Z,23.2,23.433333333333334
sleep,2021-09-13T23:26Z,2021-09-14T01:04Z,,,,,,2021-09-13T14:26Z,2021-09-13T16:04Z,23.433333333333334,25.066666666666666
feed,2021-09-14T01:04Z,2021-09-14T01:12Z,00:07,,breast,00:07L,,2021-09-13T16:04Z,2021-09-13T16:12Z,25.066666666666666,25.2
sleep,2021-09-14T01:12Z,2021-09-14T01:19Z,,,,,,2021-09-13T16:12Z,2021-09-13T16:19Z,25.2,25.316666666666666
feed,2021-09-14T01:19Z,2021-09-14T01:27Z,00:07,00:07R,breast,,,2021-09-13T16:19Z,2021-09-13T16:27Z,25.316666666666666,25.45
sleep,2021-09-14T01:27Z,2021-09-14T03:27Z,,,,,,2021-09-13T16:27Z,2021-09-13T18:27Z,25.45,27.45
feed,2021-09-14T03:27Z,2021-09-14T03:40Z,00:12,,breast,00:12L,,2021-09-13T18:27Z,2021-09-13T18:40Z,27.45,27.666666666666668
sleep,2021-09-14T03:40Z,2021-09-14T04:50Z,,,,,,2021-09-13T18:40Z,2021-09-13T19:50Z,27.666666666666668,28.833333333333332
feed,2021-09-14T04:50Z,2021-09-14T05:01Z,00:11,00:11R,breast,,,2021-09-13T19:50Z,2021-09-13T20:01Z,28.833333333333332,29.016666666666666
sleep,2021-09-14T05:01Z,2021-09-14T06:14Z,,,,,,2021-09-13T20:01Z,2021-09-13T21:14Z,29.016666666666666,30.233333333333334
feed,2021-09-14T06:14Z,2021-09-14T06:40Z,00:26,,breast,00:26L,,2021-09-13T21:14Z,2021-09-13T21:40Z,30.233333333333334,30.666666666666668
sleep,2021-09-14T06:40Z,2021-09-14T09:40Z,,,,,,2021-09-13T21:40Z,2021-09-14T00:40Z,30.666666666666668,33.666666666666664
feed,2021-09-14T19:43Z,2021-09-14T19:58Z,00:15,00:15R,breast,,,2021-09-14T10:43Z,2021-09-14T10:58Z,19.716666666666665,19.966666666666665
sleep,2021-09-14T19:58Z,2021-09-14T20:09Z,,,,,,2021-09-14T10:58Z,2021-09-14T11:09Z,19.966666666666665,20.15
feed,2021-09-14T20:09Z,2021-09-14T20:24Z,00:15,,breast,00:15L,,2021-09-14T11:09Z,2021-09-14T11:24Z,20.15,20.4
sleep,2021-09-14T20:24Z,2021-09-14T22:41Z,,,,,,2021-09-14T11:24Z,2021-09-14T13:41Z,20.4,22.683333333333334
feed,2021-09-14T22:41Z,2021-09-14T23:08Z,00:26,00:26R,breast,,,2021-09-14T13:41Z,2021-09-14T14:08Z,22.683333333333334,23.133333333333333
sleep,2021-09-14T23:08Z,2021-09-15T01:37Z,,,,,,2021-09-14T14:08Z,2021-09-14T16:37Z,23.133333333333333,25.616666666666667
feed,2021-09-15T01:37Z,2021-09-15T01:52Z,00:14,,breast,00:14L,,2021-09-14T16:37Z,2021-09-14T16:52Z,25.616666666666667,25.866666666666667
sleep,2021-09-15T01:52Z,2021-09-15T01:57Z,,,,,,2021-09-14T16:52Z,2021-09-14T16:57Z,25.866666666666667,25.95
feed,2021-09-15T01:57Z,2021-09-15T02:11Z,00:13,00:13R,breast,,,2021-09-14T16:57Z,2021-09-14T17:11Z,25.95,26.183333333333334
sleep,2021-09-15T02:11Z,2021-09-15T03:58Z,,,,,,2021-09-14T17:11Z,2021-09-14T18:58Z,26.183333333333334,27.966666666666665
feed,2021-09-15T03:58Z,2021-09-15T04:34Z,00:36,00:36R,breast,,,2021-09-14T18:58Z,2021-09-14T19:34Z,27.966666666666665,28.566666666666666
sleep,2021-09-15T04:34Z,2021-09-15T06:03Z,,,,,,2021-09-14T19:34Z,2021-09-14T21:03Z,28.566666666666666,30.05
feed,2021-09-15T06:03Z,2021-09-15T06:38Z,00:34,00:10R,breast,00:24L,,2021-09-14T21:03Z,2021-09-14T21:38Z,30.05,30.633333333333333
sleep,2021-09-15T06:38Z,2021-09-15T07:15Z,,,,,,2021-09-14T21:38Z,2021-09-14T22:15Z,30.633333333333333,31.25
feed,2021-09-15T07:15Z,2021-09-15T07:33Z,00:17,00:17R,breast,,,2021-09-14T22:15Z,2021-09-14T22:33Z,31.25,31.55
sleep,2021-09-15T07:33Z,2021-09-15T10:15Z,,,,,,2021-09-14T22:33Z,2021-09-15T01:15Z,31.55,34.25
feed,2021-09-15T19:58Z,2021-09-15T20:12Z,00:13,00:13R,breast,,,2021-09-15T10:58Z,2021-09-15T11:12Z,19.966666666666665,20.2
sleep,2021-09-15T20:12Z,2021-09-15T21:01Z,,,,,,2021-09-15T11:12Z,2021-09-15T12:01Z,20.2,21.016666666666666
feed,2021-09-15T21:01Z,2021-09-15T22:03Z,01:02,00:22R,breast,00:39L,,2021-09-15T12:01Z,2021-09-15T13:03Z,21.016666666666666,22.05
sleep,2021-09-15T22:03Z,2021-09-15T22:39Z,,,,,,2021-09-15T13:03Z,2021-09-15T13:39Z,22.05,22.65
feed,2021-09-15T22:39Z,2021-09-15T22:44Z,00:05,,breast,00:05L,,2021-09-15T13:39Z,2021-09-15T13:44Z,22.65,22.733333333333334
sleep,2021-09-15T22:44Z,2021-09-16T03:13Z,,,,,,2021-09-15T13:44Z,2021-09-15T18:13Z,22.733333333333334,27.216666666666665
feed,2021-09-16T03:13Z,2021-09-16T03:29Z,00:15,00:15R,breast,,,2021-09-15T18:13Z,2021-09-15T18:29Z,27.216666666666665,27.483333333333334
sleep,2021-09-16T03:29Z,2021-09-16T05:10Z,,,,,,2021-09-15T18:29Z,2021-09-15T20:10Z,27.483333333333334,29.166666666666668
feed,2021-09-16T05:10Z,2021-09-16T05:30Z,00:19,,breast,00:19L,,2021-09-15T20:10Z,2021-09-15T20:30Z,29.166666666666668,29.5
sleep,2021-09-16T05:30Z,2021-09-16T06:33Z,,,,,,2021-09-15T20:30Z,2021-09-15T21:33Z,29.5,30.55
feed,2021-09-16T06:33Z,2021-09-16T06:43Z,00:09,00:09R,breast,,,2021-09-15T21:33Z,2021-09-15T21:43Z,30.55,30.716666666666665
sleep,2021-09-16T06:43Z,2021-09-16T09:59Z,,,,,,2021-09-15T21:43Z,2021-09-16T00:59Z,30.716666666666665,33.983333333333334
sleep,2021-09-16T19:07Z,2021-09-16T20:27Z,,,,,,2021-09-16T10:07Z,2021-09-16T11:27Z,19.116666666666667,20.45
feed,2021-09-16T20:27Z,2021-09-16T20:35Z,00:08,00:08R,breast,,,2021-09-16T11:27Z,2021-09-16T11:35Z,20.45,20.583333333333332
sleep,2021-09-16T20:35Z,2021-09-16T21:03Z,,,,,,2021-09-16T11:35Z,2021-09-16T12:03Z,20.583333333333332,21.05
feed,2021-09-16T21:03Z,2021-09-16T21:36Z,00:32,00:15R,breast,00:16L,,2021-09-16T12:03Z,2021-09-16T12:36Z,21.05,21.6
sleep,2021-09-16T21:36Z,2021-09-16T22:16Z,,,,,,2021-09-16T12:36Z,2021-09-16T13:16Z,21.6,22.266666666666666
feed,2021-09-16T22:16Z,2021-09-16T22:49Z,00:32,00:11R,breast,00:20L,,2021-09-16T13:16Z,2021-09-16T13:49Z,22.266666666666666,22.816666666666666
sleep,2021-09-16T22:49Z,2021-09-17T03:04Z,,,,,,2021-09-16T13:49Z,2021-09-16T18:04Z,22.816666666666666,27.066666666666666
feed,2021-09-17T03:04Z,2021-09-17T03:14Z,00:09,00:09R,breast,,,2021-09-16T18:04Z,2021-09-16T18:14Z,27.066666666666666,27.233333333333334
sleep,2021-09-17T03:14Z,2021-09-17T05:48Z,,,,,,2021-09-16T18:14Z,2021-09-16T20:48Z,27.233333333333334,29.8
feed,2021-09-17T05:48Z,2021-09-17T06:03Z,00:15,,breast,00:15L,,2021-09-16T20:48Z,2021-09-16T21:03Z,29.8,30.05
feed,2021-09-17T23:36Z,2021-09-18T00:16Z,00:39,00:30R,breast,00:09L,,2021-09-17T14:36Z,2021-09-17T15:16Z,23.6,24.266666666666666
sleep,2021-09-18T00:16Z,2021-09-18T03:30Z,,,,,,2021-09-17T15:16Z,2021-09-17T18:30Z,24.266666666666666,27.5
feed,2021-09-18T03:30Z,2021-09-18T04:05Z,00:35,00:23R,breast,00:11L,,2021-09-17T18:30Z,2021-09-17T19:05Z,27.5,28.083333333333332
sleep,2021-09-18T04:05Z,2021-09-18T06:09Z,,,,,,2021-09-17T19:05Z,2021-09-17T21:09Z,28.083333333333332,30.15
feed,2021-09-18T06:09Z,2021-09-18T06:41Z,00:31,00:13R,breast,00:18L,,2021-09-17T21:09Z,2021-09-17T21:41Z,30.15,30.683333333333334
sleep,2021-09-18T06:41Z,2021-09-18T08:23Z,,,,,,2021-09-17T21:41Z,2021-09-17T23:23Z,30.683333333333334,32.38333333333333
feed,2021-09-18T08:23Z,2021-09-18T08:48Z,00:25,00:08R,breast,00:17L,,2021-09-17T23:23Z,2021-09-17T23:48Z,32.38333333333333,32.8
sleep,2021-09-18T08:48Z,2021-09-18T10:47Z,,,,,,2021-09-17T23:48Z,2021-09-18T01:47Z,32.8,34.78333333333333
